"action","boro","inspection_date","cuisine_description","dba","score","street","violation_description","zipcode","grade","lon"
NA,"BROOKLYN",2017-09-07,"American","ANDREW'S COFFEE SHOP",10,"CHURCH AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11218,"A",NA
NA,"BROOKLYN",2017-09-07,"CafÃ©/Coffee/Tea","PLG COFFEE HOUSE AND TAVERN",12,"ROGERS AVE","Hot food item not held at or above 140Âº F.",11225,NA,NA
NA,"BROOKLYN",2017-09-07,"Caribbean","TROPICAL TWIST BAKERY & RESTAURANT",17,"FLATBUSH AVE","Evidence of mice or live mice present in facility's food and/or non-food areas.",11226,NA,NA
NA,"BROOKLYN",2017-09-07,"Mexican","El Paso Mexican Grill",27,"NEWKIRK AVE","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11226,NA,NA
NA,"BROOKLYN",2017-09-07,"Chicken","New Kirk Kennedy Fried Chicken",20,"FLATBUSH AVE","Live roaches present in facility's food and/or non-food areas.",11226,NA,NA
NA,"BROOKLYN",2017-09-07,"Japanese","WA SUSHI & THAI",57,"CHURCH AVE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11226,NA,NA
NA,"BROOKLYN",2017-09-07,"Jewish/Kosher","PICADILLY HALL",27,"MCDONALD AVE","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11230,NA,NA
NA,"BROOKLYN",2017-09-07,"American","PRIME MEATS",19,"COURT STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11231,NA,NA
NA,"BROOKLYN",2017-09-07,"Italian","BATTISTA RISTORANTE",23,"AVENUE N","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11234,"Not Yet Graded",NA
NA,"QUEENS",2017-09-07,"American","B.B'S PUB AND GRILL",13,"46TH AVE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11358,"A",NA
NA,"QUEENS",2017-09-07,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","EL VINCENTINO RESTAURANTE SALVADORENO",13,"162 STREET","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11358,"A",NA
NA,"QUEENS",2017-09-07,"Greek","KALAMAKI GR",23,"172ND ST","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11358,NA,NA
NA,"QUEENS",2017-09-07,"American","TERMINAL1 EMPLOYEE CAFETERIA",9,"JFK","Hot food item not held at or above 140Âº F.",11430,"A",NA
NA,"QUEENS",2017-09-07,"American","PIQUILLO",10,"JFK INTERNATIONAL AIRPORT","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11430,"A",NA
NA,"QUEENS",2017-09-07,"Pizza","DEE & L'S PIZZA PLUS",82,"ROCKAWAY BLVD","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",11436,NA,NA
NA,"QUEENS",2017-09-07,"Caribbean","Golden Krust Caribbean Bakery & Grill",12,"ROCKAWAY BLVD","Wiping cloths soiled or not stored in sanitizing solution.",11436,"A",NA
NA,"MANHATTAN",2017-09-08,"American","FOOD FOR THOUGHT CATERED EVENTS",42,"WEST   25 STREET","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10001,NA,NA
NA,"MANHATTAN",2017-09-08,"Italian","SPAGHETTI INCIDENT PASTA SHOP",38,"ELDRIDGE ST","Proper sanitization not provided for utensil ware washing operation.",10002,"Not Yet Graded",NA
NA,"MANHATTAN",2017-09-08,"Pizza","MOTORINO PIZZERIA NAPOLETANA",11,"EAST   12 STREET","Single service item reused, improperly stored, dispensed; not used when required.",10003,"A",NA
NA,"MANHATTAN",2017-09-08,"Bakery","CAFFE ROMA",36,"BROOME STREET","Evidence of mice or live mice present in facility's food and/or non-food areas.",10013,NA,NA
NA,"MANHATTAN",2017-09-08,"Asian","LACORAL",7,"CENTRE STREET","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10013,"A",NA
NA,"MANHATTAN",2017-09-08,"Japanese","INAKAYA",10,"8 AVENUE","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",10018,"A",NA
NA,"MANHATTAN",2017-09-08,"American","HUDSON'S MARKET @ SHERATON NEW YORK",13,"7 AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10019,NA,NA
NA,"MANHATTAN",2017-09-08,"American","ELLEN'S STARDUST DINER",35,"BROADWAY","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10019,NA,NA
NA,"MANHATTAN",2017-09-08,"American","SHERWOOD TO GO",19,"3 AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10022,NA,NA
NA,"MANHATTAN",2017-09-08,"CafÃ©/Coffee/Tea","LIZ'S PLACE BARNARD COLLEGE",3,"BROADWAY","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10027,"A",NA
NA,"MANHATTAN",2017-09-08,"Chinese","HOP SHING RESTAURANT",27,"CHATHAM SQUARE","Hot food item not held at or above 140Âº F.",10038,NA,NA
NA,"BROOKLYN",2017-09-08,"American","TUTU'S",22,"BOGART STREET","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11206,NA,NA
NA,"BROOKLYN",2017-09-08,"American","LA GUIRA RESTAURANT",12,"BROADWAY","Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.",11206,"A",NA
NA,"BROOKLYN",2017-09-08,"Bakery","Mi Estrella NY Bakery",51,"WYCKOFF AVE","Proper sanitization not provided for utensil ware washing operation.",11237,NA,NA
NA,"QUEENS",2017-09-08,"Bagels/Pretzels","OLD COUNTRY BAGEL",20,"CROSS BAY BLVD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11414,NA,NA
NA,"QUEENS",2017-09-08,"Jewish/Kosher","OLIGARCH",13,"LEFFERTS BLVD","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11418,"A",NA
NA,"QUEENS",2017-09-08,"American","YORK COLLEGE CAFETERIA",12,"GUY R BREWER BOULEVARD","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",11451,"A",NA
NA,"BROOKLYN",2017-09-09,"American","TOOKER ALLEY",7,"WASHINGTON AVENUE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11238,"A",NA
NA,"BROOKLYN",2017-09-09,"Mexican","TAQUERIA DE LOS MUERTOS",7,"WASHINGTON AVENUE","Wiping cloths soiled or not stored in sanitizing solution.",11238,"A",NA
NA,"QUEENS",2017-09-09,"Chinese","WING WAH KITCHEN I",13,"ROCKAWAY BOULEVARD","Evidence of mice or live mice present in facility's food and/or non-food areas.",11420,NA,NA
NA,"MANHATTAN",2017-09-11,"American","RGA CAFE & COFFEE BAR",15,"W 33RD ST","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10001,NA,NA
NA,"MANHATTAN",2017-09-11,"Ice Cream, Gelato, Yogurt, Ices","MELT",10,"HIGHLINE PARK W 30TH ST","Food Protection Certificate not held by supervisor of food operations.",10001,"A",NA
NA,"MANHATTAN",2017-09-11,"Asian","AZUKI",2,"8TH AVE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10001,"A",NA
NA,"MANHATTAN",2017-09-11,"Ice Cream, Gelato, Yogurt, Ices","STUFFED ICE CREAM",41,"1ST AVE","No facilities available to wash, rinse and sanitize utensils and/or equipment.",10003,NA,NA
NA,"MANHATTAN",2017-09-11,"French","LA MAISON DU CROQUE MONSIEUR",10,"EAST   13 STREET","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",10003,"A",NA
NA,"MANHATTAN",2017-09-11,"Japanese","YO SUSHI",60,"3RD AVE","Hot food item not held at or above 140Âº F.",10003,NA,NA
NA,"MANHATTAN",2017-09-11,"Italian","GIGINO AT WAGNER PARK",17,"BATTERY PLACE","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",10004,NA,NA
NA,"MANHATTAN",2017-09-11,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","SOPHIE'S RESTAURANT(Entrance on 73 New Street)",30,"BROADWAY","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10004,NA,NA
NA,"MANHATTAN",2017-09-11,"Japanese","TASTE OF TOKYO",36,"BEAVER STREET","Food contact surface not properly maintained.",10004,NA,NA
NA,"MANHATTAN",2017-09-11,"Asian","JAYA",17,"BAXTER ST","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10013,NA,NA
NA,"MANHATTAN",2017-09-11,"Jewish/Kosher","SCHNITZEL EXPRESS",35,"W 39TH ST","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",10018,NA,NA
NA,"MANHATTAN",2017-09-11,"American","BILL'S BAR & BURGER ROCKEFELLER CENTER",20,"ROCKEFELLER CENTER","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",10020,NA,NA
NA,"MANHATTAN",2017-09-11,"Pizza","PIE PIE PIZZA",35,"COLUMBUS AVE","No facilities available to wash, rinse and sanitize utensils and/or equipment.",10025,NA,NA
NA,"MANHATTAN",2017-09-11,"Japanese","YU SUSHI",25,"WEST  181 STREET","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",10033,NA,NA
NA,"BRONX",2017-09-11,"Mexican","LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES",28,"GRAND CONCOURSE","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",10453,NA,NA
NA,"BRONX",2017-09-11,"Caribbean","RICHIE RICH",41,"E 167TH ST","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",10456,NA,NA
NA,"BRONX",2017-09-11,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","EL RINCONCITO DEL SABOR DOMINICANO",21,"E 204TH STREET","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",10458,NA,NA
NA,"BRONX",2017-09-11,"Caribbean","ESSENTIAL 608",12,"E FORDHAM RD","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",10458,"A",NA
NA,"BRONX",2017-09-11,"Pizza/Italian","PIZZANISTE",2,"E TREMONT AVE","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",10465,"A",NA
NA,"BROOKLYN",2017-09-11,"Caribbean","GLORIA'S #3",13,"NOSTRAND AVENUE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11216,"A",NA
NA,"BROOKLYN",2017-09-11,"Japanese","SUMI SUSHI",19,"FLATBUSH AVE","Hot food item not held at or above 140Âº F.",11217,NA,NA
NA,"BROOKLYN",2017-09-11,"American","EMPHASIS",21,"4 AVENUE","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",11220,NA,NA
NA,"BROOKLYN",2017-09-11,"Mexican","TULCINGO",19,"5 AVENUE","Thawing procedures improper.",11220,NA,NA
NA,"BROOKLYN",2017-09-11,"Pizza","THE ORIGINAL PIZZA OF 4TH AVE",22,"4 AVENUE","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",11220,NA,NA
NA,"BROOKLYN",2017-09-11,"Other","NEW GOLDEN PLACE",9,"KINGS HWY","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11223,"A",NA
